date,Average_Score,Stock
2018-11-13,0.9995104074478148,GOOG
2018-11-14,0.9996812343597412,GOOG
2018-11-15,-0.007809340953827015,GOOG
2018-11-16,0.9994756579399108,GOOG
2018-11-17,0.0,GOOG
2018-11-19,-0.9971157312393188,GOOG
2018-11-20,0.005226016044616588,GOOG
2018-11-21,0.0,GOOG
2018-11-26,0.07813698053359985,GOOG
2018-11-27,0.0012361705303192139,GOOG
2018-11-28,0.0,GOOG
2018-11-29,0.0,GOOG
2018-11-30,0.9996045231819152,GOOG
2018-12-03,0.0,GOOG
2018-12-05,0.9994148015975952,GOOG
2018-12-06,0.0,GOOG
2018-12-07,0.0,GOOG
2018-12-10,0.9989632368087769,GOOG
2018-12-11,0.9997150301933287,GOOG
2018-12-12,-0.8737912774085999,GOOG
2018-12-13,0.9994534850120544,GOOG
2018-12-15,0.9992000460624696,GOOG
2018-12-17,-0.995495080947876,GOOG
2018-12-20,0.0,GOOG
2018-12-24,-0.9977620840072632,GOOG
2018-12-26,0.99748295545578,GOOG
2018-12-27,-0.998722493648529,GOOG
2018-12-28,0.0,GOOG
2019-01-02,-0.9948187470436096,GOOG
2019-01-03,0.9706547856330872,GOOG
2019-01-04,0.9994818568229676,GOOG
2019-01-07,0.9996024966239928,GOOG
2019-01-10,0.19949820637702942,GOOG
2019-01-14,-0.9947468340396881,GOOG
2019-01-15,-0.9981796741485596,GOOG
2019-01-16,-0.998705267906189,GOOG
2019-01-17,0.9982784986495972,GOOG
2019-01-22,0.0,GOOG
2019-01-23,0.9993122816085817,GOOG
2019-01-24,0.00102752447128307,GOOG
2019-01-25,0.0,GOOG
2019-01-26,0.0,GOOG
2019-01-28,0.9993017911911012,GOOG
2019-01-29,-0.996206521987915,GOOG
2019-01-30,0.0,GOOG
2019-01-31,0.0,GOOG
2019-02-01,0.9991236329078674,GOOG
2019-02-04,-0.006379832824071285,GOOG
2019-02-05,0.0029397010803223766,GOOG
2019-02-06,0.997791051864624,GOOG
2019-02-07,-0.9971261620521544,GOOG
2019-02-11,0.0,GOOG
2019-02-12,-0.696786642074585,GOOG
2019-02-13,0.997969686985016,GOOG
2019-02-14,-0.9977014660835266,GOOG
2019-02-15,0.0,GOOG
2019-02-19,0.9972036480903625,GOOG
2019-02-20,0.0,GOOG
2019-02-21,0.0,GOOG
2019-02-22,-0.9332451820373536,GOOG
2019-02-23,0.0,GOOG
2019-02-25,0.0,GOOG
2019-02-26,-0.9986960291862488,GOOG
2019-02-27,-0.998115062713623,GOOG
2019-02-28,0.0,GOOG
2019-03-01,0.0,GOOG
2019-03-04,0.0,GOOG
2019-03-05,0.0,GOOG
2019-03-06,0.9853030443191528,GOOG
2019-03-07,0.9442630410194396,GOOG
2019-03-08,0.0,GOOG
2019-03-10,0.0,GOOG
2019-03-11,0.0,GOOG
2019-03-12,0.9984672665596008,GOOG
2019-03-15,0.0,GOOG
2019-03-19,0.0,GOOG
2019-03-20,0.0781022310256958,GOOG
2019-03-21,0.0,GOOG
2019-03-26,0.9995256662368774,GOOG
2019-03-27,-0.988458216190338,GOOG
2019-03-28,0.0,GOOG
2019-03-29,0.0,GOOG
2019-04-01,0.0,GOOG
2019-04-02,0.9989677667617798,GOOG
2019-04-04,0.0,GOOG
2019-04-05,0.5188657641410828,GOOG
2019-04-08,0.01894843578338634,GOOG
2019-04-09,0.9995761513710022,GOOG
2019-04-10,0.9982095956802368,GOOG
2019-04-11,0.0,GOOG
2019-04-15,0.999639630317688,GOOG
2019-04-16,0.0,GOOG
2019-04-17,0.0,GOOG
2019-04-18,0.0,GOOG
2019-04-22,0.9636823534965516,GOOG
2019-04-23,0.9996030926704408,GOOG
2019-04-24,0.9994797110557556,GOOG
2019-04-26,0.9994149208068848,GOOG
2019-04-29,0.0011169016361236572,GOOG
2019-04-30,-0.9903920739889145,GOOG
2019-05-01,-0.0598221719264983,GOOG
2019-05-02,0.0,GOOG
2019-05-03,0.9962015748023988,GOOG
2019-05-05,0.0,GOOG
2019-05-06,0.9995697140693665,GOOG
2019-05-07,0.0,GOOG
2019-05-08,-0.9892334938049316,GOOG
2019-05-09,-0.998297154903412,GOOG
2019-05-10,0.0,GOOG
2019-05-14,0.0,GOOG
2019-05-15,0.0014561017354330907,GOOG
2019-05-16,0.9695501029491425,GOOG
2019-05-17,0.9969313144683838,GOOG
2019-05-20,-0.24059176445007324,GOOG
2019-05-21,0.984031081199646,GOOG
2019-05-22,0.9841845035552979,GOOG
2019-05-23,0.14439234137535095,GOOG
2019-05-24,-0.6913946866989136,GOOG
2019-05-28,0.0,GOOG
2019-05-29,0.0008428990840912975,GOOG
2019-05-30,0.0,GOOG
2019-05-31,-0.9973105192184448,GOOG
2019-06-02,0.0,GOOG
2019-06-03,0.00788946946461988,GOOG
2019-06-04,0.999184548854828,GOOG
2019-06-05,0.0,GOOG
2019-06-06,0.0,GOOG
2019-06-07,0.9995484948158264,GOOG
2019-06-10,0.034494102001190186,GOOG
2019-06-11,0.9222323000431061,GOOG
2019-06-12,0.9996862411499025,GOOG
2019-06-13,-0.038910746574401966,GOOG
2019-06-14,-0.9814777374267578,GOOG
2019-06-17,-0.8750373125076294,GOOG
2019-06-18,-0.23295843601226818,GOOG
2019-06-19,0.0,GOOG
2019-06-20,0.0461964011192324,GOOG
2019-06-21,0.9974605143070222,GOOG
2019-06-24,-0.998682975769043,GOOG
2019-06-25,-0.9861941933631896,GOOG
2019-06-26,0.999527096748352,GOOG
2019-06-27,0.0,GOOG
2019-07-01,0.0,GOOG
2019-07-08,0.9994481205940248,GOOG
2019-07-09,0.0,GOOG
2019-07-11,0.0,GOOG
2019-07-12,0.03220355510711659,GOOG
2019-07-15,0.0,GOOG
2019-07-16,0.0,GOOG
2019-07-17,0.9996800422668457,GOOG
2019-07-18,-0.7885608077049255,GOOG
2019-07-19,0.999695897102356,GOOG
2019-07-21,0.0,GOOG
2019-07-22,0.9959698915481568,GOOG
2019-07-23,-0.9979388117790222,GOOG
2019-07-24,-0.998187243938446,GOOG
2019-07-25,0.9964157104492187,GOOG
2019-07-26,0.0009107788403829309,GOOG
2019-07-27,0.999497413635254,GOOG
2019-07-28,0.9431043863296508,GOOG
2019-07-29,0.0,GOOG
2019-07-30,-0.980873167514801,GOOG
